,Unnamed: 0_x,COUNTY,NAME,ST,Num_household,Household_size,Age25_over,Num_pov_det,Num_in_pov,Median_hhinc,Incpc,median_rent_value,median_home_value,state,county,Pop_under18,Pop_over25,Pop_over65,High_school_orless,College_ormore,unemp_rate,Pov_rate,Share_highschool_orless,Share_college_ormore,aqi_good_2013,aqi_bad_2013,aqi_good_2014,aqi_bad_2014,aqi_good_2015,aqi_bad_2015,aqi_good_2016,aqi_bad_2016,aqi_good_2017,aqi_bad_2017,Unnamed: 0,crime_rate_2010,crime_rate_2011,crime_rate_2012,crime_rate_2013,crime_rate_2014,Latitude,Longitude,aqi_good,aqi_bad,crime_rate,Apr_avg_temp,Apr_max_temp,Apr_min_temp,Apr_prcp,Apr_snow,Aug_avg_temp,Aug_max_temp,Aug_min_temp,Aug_prcp,Aug_snow,Dec_avg_temp,Dec_max_temp,Dec_min_temp,Dec_prcp,Dec_snow,Feb_avg_temp,Feb_max_temp,Feb_min_temp,Feb_prcp,Feb_snow,Jan_avg_temp,Jan_max_temp,Jan_min_temp,Jan_prcp,Jan_snow,Jul_avg_temp,Jul_max_temp,Jul_min_temp,Jul_prcp,Jul_snow,Jun_avg_temp,Jun_max_temp,Jun_min_temp,Jun_prcp,Jun_snow,Mar_avg_temp,Mar_max_temp,Mar_min_temp,Mar_prcp,Mar_snow,May_avg_temp,May_max_temp,May_min_temp,May_prcp,May_snow,Nov_avg_temp,Nov_max_temp,Nov_min_temp,Nov_prcp,Nov_snow,Oct_avg_temp,Oct_max_temp,Oct_min_temp,Oct_prcp,Oct_snow,Sep_avg_temp,Sep_max_temp,Sep_min_temp,Sep_prcp,Sep_snow,winter_avg_temp,summer_avg_temp,annual_avg_temp,Region,State_name,Population,Hispanic_Latino,White,Black,Asian,Share_over65,Share_under18,largest_race,airport,dist_airport
1425,1519,73,"Gasconade County, Missouri",29,1111,6246,10639,14584,2316,42826.0,22845,419.0,120000.0,29,73,3251,10639,3145,6244,1592,0.05890187953233684,0.15880416895227648,0.5868972647805245,0.14963812388382364,0.8785046728971962,0.0,0.9014084507042254,0.0,0.8691588785046729,0.0,0.9345794392523364,0.0,0.9,0.0,1532.0,0.017868873998160558,0.019310073967401982,0.0198065407646246,0.015415549597855228,0.01293887728283577,38.441183,91.50578,0.8967302882716861,0.0,0.017067983122175626,53.0,66.2,39.8,4.33,0.0,74.5,87.0,61.9,3.28,0.0,31.6,42.2,20.9,3.07,3.5,33.2,44.9,21.4,2.38,3.6,28.7,39.8,17.7,2.7,3.5,75.5,87.4,63.6,3.89,0.0,70.9,82.6,59.3,4.46,0.0,42.5,55.0,30.1,3.66,1.4,62.2,74.4,49.9,5.93,0.0,43.5,55.5,31.5,4.08,0.8,54.5,67.9,41.1,3.77,0.0,65.3,78.7,51.9,4.24,0.0,31.166666666666668,73.63333333333334,52.949999999999996,MIDWEST,Missouri,15222,0.009985547234266194,0.9723426619366706,0.001708054132177112,0.003481802654053344,0.20660885560373143,0.21357246091183812,White,Columbia Regional Airport,74.92705888214716
1426,1520,75,"Gentry County, Missouri",29,704,2748,4608,6570,1119,41912.0,20687,346.0,83400.0,29,75,1637,4608,1354,2516,855,0.05741935483870968,0.17031963470319636,0.5460069444444444,0.185546875,0.8224299065420559,0.0,0.8584905660377359,0.0,0.863849765258216,0.0,0.8785046728971962,0.0,0.7933884297520661,0.0,1533.0,0.005046007717423568,0.004584442472641229,0.006765700838358583,0.0032310177705977385,0.00485722696496909,40.209379,94.40411,0.843332668097454,0.0,0.004896879152798041,51.9,63.8,39.9,3.51,,75.9,87.4,64.4,4.08,,27.9,37.5,18.3,1.55,,29.8,40.7,18.8,1.28,,24.8,34.6,15.0,0.94,,77.6,88.6,66.5,5.07,,72.7,83.8,61.5,5.07,,40.5,52.2,28.7,2.41,,63.3,74.2,52.3,5.24,,41.0,52.5,29.4,2.0,,54.3,66.9,41.7,2.93,,66.5,79.4,53.5,4.03,,27.5,75.4,52.18333333333333,MIDWEST,Missouri,6738,0.005342831700801425,0.9801127931136836,0.0029682398337785693,0.0026714158504007124,0.20094983674680914,0.2429504303947759,White,Rosecrans Memorial Airport,64.9926795233453
1427,1521,77,"Greene County, Missouri",29,9179,117732,183911,271523,51533,41227.0,24097,555.0,129400.0,29,77,59616,183911,42357,68808,54167,0.06462281078266499,0.18979239327791755,0.3741374904165602,0.29452833163867304,0.7616438356164383,0.0,0.7178082191780822,0.0,0.8273972602739726,0.0,0.8551912568306009,0.0,0.8397790055248618,0.0,1534.0,0.07064206180771579,0.0673121487746944,0.06797437863878418,0.06719363398974569,0.05807131982177029,37.258196000000005,93.340641,0.8003639154847912,0.0,0.06623870860654207,55.8,67.2,44.3,4.32,0.0,77.8,89.0,66.6,3.55,0.0,35.0,44.9,25.0,3.04,4.9,37.2,48.2,26.1,2.52,3.6,32.6,42.9,22.4,2.47,5.4,78.2,88.8,67.6,3.68,0.0,73.4,83.8,63.1,4.85,0.0,46.3,57.5,35.2,3.62,2.4,64.8,75.3,54.4,5.1,0.0,46.1,56.7,35.4,4.22,0.7,57.8,69.0,46.5,3.59,0.0,69.0,80.3,57.7,4.61,0.0,34.93333333333333,76.46666666666668,56.166666666666664,MIDWEST,Missouri,275174,0.029824765421151707,0.8953534854310363,0.028120389280964046,0.016313314484653348,0.15392806006381418,0.2166483752098672,White,Springfield Branson National Airport,4.475098066101211
1428,1522,79,"Grundy County, Missouri",29,888,4057,6886,9947,2020,37656.0,19365,350.0,79800.0,29,79,2461,6886,2171,3629,1187,0.0438495268866836,0.20307630441339095,0.5270113273308161,0.17237873947139126,0.7710280373831776,0.0,0.8388625592417062,0.0,0.7803738317757009,0.0,0.8224299065420559,0.0,0.7459016393442623,0.0,1535.0,0.023194620407367705,0.023014177510196156,0.025373279984385672,0.024650938854116514,0.01578288903859109,40.112541,93.565054,0.7917191948573806,0.0,0.022403181158931428,51.9,63.8,40.0,3.93,0.0,75.4,86.7,64.1,4.01,0.0,28.6,37.7,19.6,1.78,5.1,30.4,40.9,19.8,1.7,5.5,25.4,34.9,15.9,1.03,2.6,77.1,88.0,66.2,4.34,0.0,72.5,83.4,61.6,5.03,0.0,40.9,52.2,29.7,2.66,3.1,62.8,73.6,51.9,5.88,0.0,41.2,51.4,30.9,2.31,0.6,54.3,66.0,42.6,3.18,0.0,66.3,78.5,54.0,4.04,0.0,28.133333333333336,75.0,52.23333333333334,MIDWEST,Missouri,10261,0.017347237111392654,0.960335249975636,0.00565247051944255,0.0035084299775850307,0.21157781892603061,0.23984017152324336,White,Kirksville Regional Airport,87.00904040069474
1429,1523,81,"Harrison County, Missouri",29,1014,3574,5991,8503,1485,39301.0,19906,380.0,74300.0,29,81,2151,5991,1829,3901,734,0.058868894601542425,0.17464424320827945,0.6511433817392756,0.12251710899682858,0.7710280373831776,0.0,0.8388625592417062,0.0,0.7803738317757009,0.0,0.8224299065420559,0.0,0.7459016393442623,0.0,1536.0,0.011387741431282796,0.01256952169076752,0.013171225937183385,0.013367135284627794,0.013563218390804595,40.345620000000004,93.992582,0.7917191948573806,0.0,0.012811768546933219,51.1,62.3,39.9,3.73,0.1,74.4,85.3,63.4,4.06,0.0,27.4,36.4,18.3,1.63,6.7,28.6,38.8,18.4,1.48,6.1,24.2,33.9,14.5,0.96,5.0,76.0,86.5,65.5,5.34,0.0,71.3,81.7,60.8,5.07,0.0,39.7,51.1,28.2,2.29,3.2,61.5,72.4,50.6,5.05,0.0,40.1,50.3,29.8,2.06,1.1,53.3,65.0,41.5,2.89,0.0,65.2,77.1,53.4,3.65,0.0,26.73333333333333,73.9,51.06666666666666,MIDWEST,Missouri,8957,0.015741877860890922,0.9667299318968404,0.003126046667410964,0.0017863123813776933,0.20419783409623757,0.24014737077146367,White,Rosecrans Memorial Airport,100.90010616352978
1430,1524,83,"Henry County, Missouri",29,1539,9518,15610,21361,4131,42181.0,23961,427.0,91100.0,29,83,4948,15610,4401,8359,2408,0.07051087506322712,0.19338982257384954,0.535490070467649,0.15426008968609867,0.7368421052631579,0.0,0.5806451612903226,0.0,0.7589285714285714,0.0,0.9065934065934066,0.0,0.8453038674033149,0.0,1537.0,0.038882902298850566,0.03847358296425536,0.03966578320830151,0.03744304596923355,0.03770588502200644,38.386491,93.79262800000001,0.7656626223957546,0.0,0.03843423989252949,54.5,66.2,42.7,4.34,0.1,77.4,88.8,66.0,4.12,0.0,32.8,42.7,22.8,2.38,2.2,34.5,45.6,23.4,2.11,2.9,29.7,40.0,19.4,1.62,4.5,78.5,89.1,67.8,4.21,0.0,73.6,83.9,63.3,6.01,0.0,44.5,56.3,32.7,2.94,1.8,64.4,75.3,53.6,5.72,0.0,45.0,55.7,34.3,3.41,0.6,56.6,69.0,44.3,3.73,0.0,68.1,80.2,56.1,4.42,0.0,32.333333333333336,76.5,54.96666666666667,MIDWEST,Missouri,22272,0.016567887931034482,0.9532147988505748,0.009832974137931034,0.002334770114942529,0.19760237068965517,0.2221623563218391,White,Whiteman Air Force Base,43.721783482416605
1431,1525,85,"Hickory County, Missouri",29,763,4105,7211,9201,2394,32122.0,18153,358.0,94800.0,29,85,1636,7211,2940,4296,740,0.11787184009406232,0.2601891098793609,0.5957564831507419,0.10262099570101234,0.7521367521367521,0.0,0.760989010989011,0.0,0.8409090909090909,0.0,0.9011299435028248,0.0,0.8563535911602209,0.0,1538.0,0.01391918562376649,0.012937280066238873,0.014306448268712418,0.01157556270096463,0.012453974442278536,37.9367,93.322835,0.82230367773958,0.0,0.01303849022039219,55.5,67.2,43.7,4.44,,77.6,89.0,66.1,3.8,,34.7,45.0,24.4,2.61,,35.9,47.8,24.1,2.09,,31.9,42.3,21.5,1.96,,78.4,89.0,67.8,4.5,,73.4,83.9,62.9,5.05,,45.2,57.2,33.3,3.28,,64.8,75.7,53.9,5.37,,46.3,56.9,35.6,3.47,,57.8,69.8,45.7,3.87,,68.7,80.2,57.2,4.24,,34.166666666666664,76.46666666666667,55.85,MIDWEST,Missouri,9627,0.009452581281811572,0.9637477926664588,0.0024929884699283265,0.0016619923132855509,0.30539108756622,0.1699387140334476,White,Springfield Branson National Airport,76.91284784071034
1432,1526,87,"Holt County, Missouri",29,792,2130,3398,4486,555,42500.0,25319,334.0,86200.0,29,87,929,3398,1029,1841,651,0.05073720728534258,0.12371823450735622,0.5417892878163626,0.19158328428487345,0.8224299065420559,0.0,0.8584905660377359,0.0,0.863849765258216,0.0,0.8785046728971962,0.0,0.7933884297520661,0.0,1539.0,0.02463355048859935,0.020689655172413796,0.0215633423180593,0.019830028328611898,0.01846906987093903,40.095724,95.219072,0.843332668097454,0.0,0.021037129235724678,52.9,63.6,42.2,3.45,,75.4,85.8,64.9,3.51,,28.6,37.5,19.6,1.36,,30.4,40.1,20.7,0.85,,25.3,35.3,15.2,0.35,,76.8,86.7,67.0,4.64,,72.5,82.8,62.2,4.87,,41.6,52.2,30.9,2.46,,63.3,73.7,53.0,5.1,,41.0,50.9,31.1,1.62,,54.7,65.9,43.4,3.17,,66.6,77.9,55.2,3.1,,28.100000000000005,74.9,52.42500000000001,MIDWEST,Missouri,4912,0.007939739413680782,0.9721091205211726,0.0014250814332247555,0.0030537459283387627,0.2094869706840391,0.189128664495114,White,Rosecrans Memorial Airport,44.63247322328287
1433,1527,89,"Howard County, Missouri",29,733,3729,6583,9503,1587,44820.0,22158,409.0,97900.0,29,89,2285,6583,1632,3213,1596,0.0620384047267356,0.1669998947700726,0.4880753455871184,0.24244265532432024,0.8317757009345794,0.0,0.8878504672897196,0.0,0.9158878504672896,0.0,0.9252336448598132,0.0,0.860655737704918,0.0,1540.0,0.007858546168958742,0.008613095820691006,0.007408129447314553,0.010059576130481493,0.013543581309857793,39.143365,92.695926,0.8842806802512639,0.0,0.009496585775460717,53.6,64.9,42.4,3.98,0.0,75.7,86.7,64.7,4.4,0.0,31.2,40.7,21.6,2.25,4.1,32.3,42.9,21.8,2.05,4.1,27.8,37.9,17.8,1.76,2.6,77.1,87.6,66.6,4.21,0.0,72.7,82.9,62.5,5.03,0.0,43.2,54.2,32.2,2.8,1.0,63.7,74.3,53.2,5.13,0.0,43.7,54.1,33.4,3.0,0.3,55.4,67.4,43.3,3.39,0.0,66.9,78.7,55.0,3.99,0.0,30.433333333333334,75.16666666666667,53.60833333333334,MIDWEST,Missouri,10144,0.012026813880126185,0.9108832807570978,0.0519518927444795,0.002464511041009464,0.1608832807570978,0.22525630914826497,White,Columbia Regional Airport,54.839549002419204
1434,1528,91,"Howell County, Missouri",29,1801,16263,27172,39554,9158,32784.0,18817,401.0,102800.0,29,91,9875,27172,7335,14865,4062,0.07665990142070166,0.2315315770844921,0.547070513764169,0.1494921242455469,0.8712121212121212,0.0,0.9315589353612168,0.0,0.9581749049429658,0.0,0.9583333333333334,0.0,0.9398496240601504,0.0,1541.0,0.038935643564356436,0.038720497200779344,0.038806116688348345,0.03459111776692117,0.03290744317337691,36.774369,91.88736800000001,0.9318257837819575,0.0,0.03679216367875644,55.7,68.9,42.5,4.5,0.0,76.6,89.1,64.1,3.46,0.0,35.1,45.8,24.4,3.75,1.8,37.7,49.8,25.6,2.99,2.9,33.1,44.5,21.8,3.02,2.5,77.2,89.1,65.4,3.41,0.0,72.5,84.1,60.9,3.8,0.0,45.8,59.1,32.4,4.53,2.8,64.1,76.0,52.3,4.84,0.0,46.1,58.0,34.2,4.9,0.0,56.6,69.8,43.5,4.05,0.1,68.2,80.6,55.8,3.97,0.0,35.300000000000004,75.43333333333332,55.725,MIDWEST,Missouri,40400,0.017252475247524754,0.9529455445544556,0.003811881188118812,0.0048267326732673276,0.18155940594059405,0.24443069306930693,White,Ozark Regional Airport,68.91179331890909
1435,1529,93,"Iron County, Missouri",29,933,4046,7249,9815,2293,36239.0,19559,380.0,82600.0,29,93,2280,7249,1866,4336,871,0.10226735947094946,0.2336220071319409,0.5981514691681611,0.12015450406952685,0.9013698630136986,0.0,0.9688385269121812,0.0,0.9831460674157304,0.0,0.9808743169398908,0.0,0.9388888888888888,0.0,1542.0,0.01317027281279398,0.011528728090730151,0.014893218433870363,0.018882540912171977,0.015541525012141816,37.62596,90.699627,0.954623532634078,0.0,0.014803257052341656,55.6,69.2,42.0,4.5,0.1,75.1,87.7,62.6,3.76,0.0,34.0,43.6,24.4,3.7,1.8,35.6,47.5,23.8,2.87,3.8,31.3,41.8,20.8,2.58,3.9,76.0,87.9,64.1,3.72,0.0,71.8,83.7,60.0,4.22,0.0,44.9,57.8,32.1,3.56,1.1,63.7,76.3,51.0,5.66,0.0,44.9,56.1,33.7,5.28,0.2,55.7,68.8,42.6,3.66,0.1,66.7,79.7,53.6,3.75,0.0,33.63333333333333,74.3,54.60833333333334,MIDWEST,Missouri,10630,0.01251175917215428,0.9559736594543744,0.012323612417685795,0.0010348071495766696,0.1755409219190969,0.21448730009407338,White,Spirit of St Louis Airport,115.0864703493539
1436,1530,95,"Jackson County, Missouri",29,25656,274485,455938,669511,119678,46869.0,26629,624.0,125500.0,29,95,164443,455938,90012,182477,131193,0.07239760242643219,0.17875434458881184,0.40022327597173296,0.28774307032973784,0.4958904109589041,0.0,0.5150684931506849,0.0,0.5917808219178082,0.0,0.7950819672131147,0.0,0.7237569060773481,0.0,1543.0,0.05836354494694222,0.05572767291602497,0.056854051163035026,0.05440144630234323,0.05073683016513692,39.007233,94.342507,0.624315719863572,0.0,0.05521670909869647,54.3,64.9,43.6,4.02,,77.1,87.5,66.6,4.5,,32.3,41.3,23.3,1.72,,33.9,44.1,23.7,1.68,,29.2,38.5,19.9,1.2,,78.5,88.2,68.7,4.43,,73.4,83.1,63.7,6.23,,44.0,55.0,32.9,2.32,,64.5,74.4,54.6,5.69,,44.1,53.7,34.4,2.46,,56.7,67.2,46.2,3.53,,68.2,78.9,57.5,4.4,,31.8,76.33333333333333,54.68333333333334,MIDWEST,Missouri,674158,0.0837103468326416,0.6327507794908612,0.23650538894443146,0.015754467053717382,0.13351766203174922,0.24392353127901767,White,Charles B. Wheeler Downtown Airport,25.199032985021905
1437,1531,97,"Jasper County, Missouri",29,4369,45519,75697,114224,19556,41811.0,22431,510.0,106300.0,29,97,29922,75697,15975,37232,16669,0.056536549758420526,0.17120745202409302,0.4918556878079712,0.2202068774191844,0.8370165745856354,0.0,0.7861111111111111,0.0,0.8410958904109589,0.0,0.8836565096952909,0.0,0.8508287292817679,0.0,1544.0,0.045305100337296865,0.04428376233758519,0.051020580154730405,0.05217633928571429,0.05190412668359224,37.200865,94.33886899999999,0.8397417630169528,0.0,0.0489379817597838,57.3,69.8,44.7,4.4,0.0,78.8,90.7,67.0,3.56,0.0,36.3,46.8,25.8,2.34,3.3,38.5,49.6,27.4,2.62,2.0,34.0,44.5,23.4,2.12,3.0,79.8,90.8,68.7,3.38,0.0,74.3,85.1,63.6,4.94,0.0,47.8,59.5,36.2,3.11,1.7,66.0,77.3,54.7,5.42,0.0,48.4,59.0,37.9,3.54,0.3,58.8,71.3,46.3,4.05,0.0,69.9,82.2,57.6,5.32,0.0,36.266666666666666,77.63333333333333,57.49166666666665,MIDWEST,Missouri,117404,0.06837075397771797,0.8604391673196825,0.018449115873394432,0.009880412933119826,0.13606861776430104,0.25486354809035466,White,Joplin Regional Airport,15.169402811307632
1438,1532,99,"Jefferson County, Missouri",29,6398,81990,149808,219205,23937,55348.0,25247,612.0,149900.0,29,99,53771,149808,28272,68913,27270,0.07981794058466378,0.10919915147920896,0.4600088112784364,0.18203300224287086,0.4986301369863014,0.0,0.6219178082191781,0.0,0.6191780821917808,0.0,0.76775956284153,0.0,0.8176795580110497,0.0,1545.0,0.021725116923372333,0.02268503334426588,0.021824250885658026,0.02070394311278379,0.018993493344852726,38.257414000000004,90.543138,0.665033029649968,0.0,0.02118636752218655,55.1,67.6,42.6,4.07,0.2,75.9,87.3,64.4,3.35,0.0,33.8,43.2,24.3,2.93,3.7,34.8,46.1,23.5,2.39,2.8,30.8,40.8,20.8,2.4,2.5,77.1,88.1,66.1,3.55,0.0,72.7,84.1,61.2,4.83,0.0,44.4,56.6,32.1,3.65,0.7,63.9,75.7,52.1,4.76,0.0,45.6,56.4,34.7,3.99,0.4,56.5,69.2,43.8,3.14,0.0,67.7,80.1,55.3,3.53,0.0,33.13333333333333,75.23333333333333,54.85833333333333,MIDWEST,Missouri,218733,0.015580639409691269,0.9543233074113188,0.008119488143078548,0.006414212761677479,0.12925347341279095,0.24582939016975033,White,Spirit of St Louis Airport,45.9160973646422
1439,1533,101,"Johnson County, Missouri",29,2042,19971,30949,49552,8407,49792.0,22722,550.0,141400.0,29,101,11923,30949,6184,12294,8191,0.074024012085553,0.16966015498869874,0.3972341594235678,0.2646612168406087,0.7368421052631579,0.0,0.5806451612903226,0.0,0.7589285714285714,0.0,0.9065934065934066,0.0,0.8453038674033149,0.0,1546.0,0.02644738092974617,0.027166294093130757,0.02728851864995611,0.02305025681979055,0.02471196588950376,38.74588,93.805999,0.7656626223957546,0.0,0.025732883276425467,54.4,66.4,42.4,4.03,,76.5,88.2,64.8,3.93,,32.2,42.2,22.2,2.13,,33.5,44.3,22.8,1.72,,28.9,39.5,18.3,1.12,,77.7,88.7,66.8,4.7,,72.9,83.5,62.3,5.86,,44.1,55.8,32.3,2.99,,64.2,75.4,53.0,5.66,,44.3,55.2,33.3,2.88,,56.1,68.7,43.4,3.43,,67.6,80.2,54.9,4.49,,31.53333333333333,75.7,54.36666666666667,MIDWEST,Missouri,52595,0.03063028805019488,0.8815857020629337,0.04234242798745128,0.014849320277592929,0.11757771651297652,0.22669455271413633,White,Whiteman Air Force Base,22.50692484571592
1440,1534,103,"Knox County, Missouri",29,515,1689,2744,3946,823,38289.0,22397,310.0,71300.0,29,103,994,2744,820,1595,416,0.0686936936936937,0.20856563608717688,0.581268221574344,0.15160349854227406,0.7355371900826446,0.0,0.6843575418994413,0.0,0.7698630136986301,0.0,0.7103825136612022,0.0,0.7565789473684209,0.0,1547.0,0.025901718712176232,0.012301013024602028,0.00991775520077407,0.010549558390579,0.009610645638245442,40.136776,92.14680899999999,0.7313438413420678,0.0,0.013656138193275356,55.3,66.6,44.0,3.64,0.3,75.9,86.7,65.2,3.58,0.0,31.2,39.1,23.3,2.04,4.3,32.7,42.1,23.4,1.72,4.7,28.4,37.0,19.8,1.44,5.0,77.5,87.8,67.2,4.17,0.0,73.3,83.5,63.2,4.31,0.0,43.9,54.5,33.3,2.51,1.7,64.5,75.1,53.8,4.87,0.0,44.1,53.4,34.8,3.01,0.5,56.8,67.7,45.8,3.21,0.0,67.9,79.3,56.6,3.81,0.0,30.766666666666666,75.56666666666668,54.291666666666664,MIDWEST,Missouri,4131,0.00823045267489712,0.9748244977003148,0.003389009924957637,0.0019365770999757925,0.19849915274751875,0.24061970467199226,White,Kirksville Regional Airport,34.27583156630271
1441,1535,105,"Laclede County, Missouri",29,1235,13545,24031,34887,6816,39712.0,19567,425.0,103400.0,29,105,8604,24031,5795,13823,3346,0.08222236397269886,0.19537363487832146,0.5752153468436603,0.13923681910865132,0.7616438356164383,0.0,0.7178082191780822,0.0,0.8273972602739726,0.0,0.8551912568306009,0.0,0.8397790055248618,0.0,1548.0,0.03611941983181896,0.035707256726741084,0.032021366319932534,0.032704188630051576,0.026583487888495475,37.659690000000005,92.594832,0.8003639154847912,0.0,0.032627143879407926,55.1,67.1,43.1,4.45,0.0,76.8,88.4,65.1,3.51,0.0,34.2,44.2,24.2,2.99,2.9,35.9,47.4,24.5,2.22,2.2,31.6,42.1,21.2,2.07,3.0,77.3,88.2,66.5,3.87,0.0,72.7,83.5,62.0,4.89,0.0,45.6,57.6,33.6,3.8,1.0,64.6,75.7,53.4,5.67,0.0,45.2,56.0,34.3,3.88,0.2,57.1,68.7,45.4,3.66,0.0,67.8,79.7,56.0,4.31,0.0,33.900000000000006,75.60000000000001,55.32500000000001,MIDWEST,Missouri,35571,0.02021309493688679,0.9444772426977032,0.0066627308762756176,0.004160692699108824,0.16291360940091648,0.24188243231846168,White,Waynesville-St. Robert Regional Forney field,41.06798785254197
1442,1536,107,"Lafayette County, Missouri",29,1607,13188,22467,32197,3706,50723.0,24266,447.0,117400.0,29,107,7847,22467,5771,11971,4118,0.06074677183385281,0.11510389166692547,0.5328259224640584,0.18329104909422708,0.4958904109589041,0.0,0.5150684931506849,0.0,0.5917808219178082,0.0,0.7950819672131147,0.0,0.7237569060773481,0.0,1549.0,0.019215106633284063,0.019355614330367883,0.02127530793208849,0.017390480999873753,0.013480997038499507,39.068705,93.802639,0.624315719863572,0.0,0.01814350138682274,53.5,63.6,43.3,4.04,,75.3,85.4,65.2,3.84,,30.3,39.0,21.7,2.03,,32.1,41.9,22.3,1.8,,27.2,36.2,18.2,1.38,,76.9,86.5,67.3,4.43,,72.8,82.3,63.2,5.47,,42.8,53.1,32.4,2.73,,63.7,73.1,54.2,5.33,,42.9,52.3,33.5,2.79,,55.3,66.3,44.3,3.63,,67.0,78.2,55.9,4.46,,29.866666666666664,75.0,53.31666666666666,MIDWEST,Missouri,33381,0.022168299331955302,0.9287319133638896,0.02174889907432372,0.0037446451574248826,0.17288277762799198,0.23507384440250442,White,Whiteman Air Force Base,43.58498681595749
1443,1537,109,"Lawrence County, Missouri",29,1480,14483,25497,37584,7052,40597.0,19508,411.0,98100.0,29,109,9839,25497,6500,13960,4285,0.060745680509245226,0.1876330353341848,0.5475153939679178,0.16805898733184296,0.8370165745856354,0.0,0.7861111111111111,0.0,0.8410958904109589,0.0,0.8836565096952909,0.0,0.8508287292817679,0.0,1550.0,0.034948886197865334,0.03712329535888658,0.039689896351226085,0.0372423154144162,0.03177142857142857,37.106134999999995,93.833262,0.8397417630169528,0.0,0.03615516437876455,55.4,67.3,43.6,4.05,0.0,77.4,89.4,65.4,3.84,0.0,35.1,45.7,24.5,2.89,2.8,37.0,48.4,25.7,2.14,2.0,32.6,43.6,21.5,2.37,2.1,77.7,88.8,66.7,3.75,0.0,72.9,83.5,62.4,5.57,0.0,46.1,57.6,34.6,3.54,1.8,64.5,75.3,53.7,5.18,0.0,46.4,57.7,35.2,4.43,0.2,57.2,69.7,44.7,3.52,0.0,68.5,80.7,56.3,4.99,0.0,34.9,76.00000000000001,55.900000000000006,MIDWEST,Missouri,38634,0.06326034063260341,0.909561526116892,0.0021483667236113268,0.003209608117202464,0.16824558678883886,0.2546720505254439,White,Springfield Branson National Airport,42.41775902568441
1444,1538,111,"Lewis County, Missouri",29,826,3846,6648,9473,1215,43909.0,20042,338.0,83800.0,29,111,2339,6648,1777,3995,896,0.05373785445171525,0.12825926316900665,0.6009326113116726,0.13477737665463296,0.9306930693069309,0.0,0.9014084507042254,0.0,0.9018691588785048,0.0,0.9299065420560748,0.0,0.8591549295774648,0.0,1551.0,0.013318969738517284,0.014734582357533178,0.012974248083349715,0.014818449460255153,0.007880220646178092,40.084559000000006,91.728803,0.9046064301046401,0.0,0.012745294057166684,55.3,66.6,44.0,3.64,0.3,75.9,86.7,65.2,3.58,0.0,31.2,39.1,23.3,2.04,4.3,32.7,42.1,23.4,1.72,4.7,28.4,37.0,19.8,1.44,5.0,77.5,87.8,67.2,4.17,0.0,73.3,83.5,63.2,4.31,0.0,43.9,54.5,33.3,2.51,1.7,64.5,75.1,53.8,4.87,0.0,44.1,53.4,34.8,3.01,0.5,56.8,67.7,45.8,3.21,0.0,67.9,79.3,56.6,3.81,0.0,30.766666666666666,75.56666666666668,54.291666666666664,MIDWEST,Missouri,10211,0.015571442561943004,0.9348741553226912,0.031436685926941536,0.0021545392224072077,0.1740280090098913,0.2290666927822936,White,Quincy Regional Baldwin Field,48.251805998037064
1445,1539,113,"Lincoln County, Missouri",29,1662,18498,35000,53043,7980,53718.0,22232,606.0,144500.0,29,113,14412,35000,6427,19969,5171,0.08582307004934146,0.15044397941292914,0.5705428571428571,0.14774285714285715,0.7570093457943925,0.0,0.8364485981308412,0.0,0.8785046728971962,0.0,0.8504672897196262,0.0,0.8688524590163934,0.0,1552.0,0.015979910969067458,0.016869799268343536,0.016003460207612456,0.014507328156135353,0.013501549358123064,39.058568,90.957771,0.8382564731116899,0.0,0.015372409591856373,56.3,69.4,43.3,3.8,0.4,76.2,87.9,64.5,3.23,0.0,33.1,42.1,24.0,3.06,4.3,35.4,45.8,24.9,2.18,3.9,30.4,40.2,20.6,2.24,4.6,77.8,89.4,66.3,3.97,0.0,74.1,85.9,62.4,3.89,0.0,45.2,57.2,33.2,3.24,2.7,65.2,77.5,53.0,4.73,0.0,45.8,56.4,35.2,3.79,0.7,57.0,69.2,44.8,3.21,0.0,68.2,80.6,55.9,3.43,0.0,32.96666666666667,76.03333333333332,55.39166666666667,MIDWEST,Missouri,52566,0.01963246204771145,0.9390861012821976,0.01831982650382376,0.003633527375109385,0.12226534261690065,0.27416961534071455,White,Spirit of St Louis Airport,51.39553298271085
