	COUNTY	NAME	ST	B00001_001E	B01001_001E	B00002_001E	B08201_001E	state	county
47	095	Marshall County, Alabama	01	13736	94318	6215	34261	01	095
48	097	Mobile County, Alabama	01	30512	414251	13757	154188	01	097
49	099	Monroe County, Alabama	01	1861	22217	1115	8406	01	099
50	101	Montgomery County, Alabama	01	17145	228138	7423	89532	01	101
51	103	Morgan County, Alabama	01	8808	119786	3885	46235	01	103
52	105	Perry County, Alabama	01	782	10038	358	3450	01	105
53	107	Pickens County, Alabama	01	2182	19856	1084	7644	01	107
54	109	Pike County, Alabama	01	3917	33155	1905	12786	01	109
55	111	Randolph County, Alabama	01	2003	22648	1017	8915	01	111
56	113	Russell County, Alabama	01	3697	58302	1725	22241	01	113
57	115	St. Clair County, Alabama	01	5215	85864	2078	31979	01	115
58	117	Shelby County, Alabama	01	15756	203530	6484	75534	01	117
59	119	Sumter County, Alabama	01	1246	13341	671	4815	01	119
60	121	Talladega County, Alabama	01	6205	81437	2769	31424	01	121
61	123	Tallapoosa County, Alabama	01	3339	41153	1720	16323	01	123
62	125	Tuscaloosa County, Alabama	01	14896	200458	6305	69128	01	125
63	127	Walker County, Alabama	01	5998	65923	2769	25602	01	127
64	129	Washington County, Alabama	01	1600	16997	811	6133	01	129
65	131	Wilcox County, Alabama	01	1195	11235	673	3843	01	131
66	133	Winston County, Alabama	01	2295	24130	1254	9406	01	133
67	013	Aleutians East Borough, Alaska	02	1227	3304	456	690	02	013
68	016	Aleutians West Census Area, Alaska	02	2044	5684	1141	1138	02	016
69	020	Anchorage Municipality, Alaska	02	19950	299107	7410	105175	02	020
70	050	Bethel Census Area, Alaska	02	7825	17776	2392	4488	02	050
71	060	Bristol Bay Borough, Alaska	02	606	970	540	377	02	060
72	068	Denali Borough, Alaska	02	459	2060	460	681	02	068
73	070	Dillingham Census Area, Alaska	02	2076	4979	1037	1349	02	070
74	090	Fairbanks North Star Borough, Alaska	02	6350	99705	2462	35582	02	090
75	100	Haines Borough, Alaska	02	389	2560	240	1176	02	100
76	105	Hoonah-Angoon Census Area, Alaska	02	834	2128	635	892	02	105
77	110	Juneau City and Borough, Alaska	02	3700	32531	1594	12114	02	110
78	122	Kenai Peninsula Borough, Alaska	02	8080	57221	5084	21485	02	122
79	130	Ketchikan Gateway Borough, Alaska	02	2570	13699	1193	5267	02	130
80	150	Kodiak Island Borough, Alaska	02	1560	13973	696	4577	02	150
81	158	Kusilvak Census Area, Alaska	02	4703	7914	1202	1683	02	158
82	164	Lake and Peninsula Borough, Alaska	02	971	1474	881	491	02	164
83	170	Matanuska-Susitna Borough, Alaska	02	14443	96178	6981	31098	02	170
84	180	Nome Census Area, Alaska	02	4885	9854	1662	2925	02	180
85	185	North Slope Borough, Alaska	02	3030	9667	836	1962	02	185
86	188	Northwest Arctic Borough, Alaska	02	3958	7732	1157	1903	02	188
87	195	Petersburg Borough, Alaska	02	1376	3221	748	1284	02	195
88	198	Prince of Wales-Hyder Census Area, Alaska	02	2216	6376	1208	2268	02	198
89	220	Sitka City and Borough, Alaska	02	1616	8943	749	3472	02	220
90	230	Skagway Municipality, Alaska	02	469	999	344	406	02	230
91	240	Southeast Fairbanks Census Area, Alaska	02	1316	7029	971	2117	02	240
92	261	Valdez-Cordova Census Area, Alaska	02	1259	9617	1423	3010	02	261
93	275	Wrangell City and Borough, Alaska	02	769	2387	447	1127	02	275
94	282	Yakutat City and Borough, Alaska	02	383	643	233	250	02	282
95	290	Yukon-Koyukuk Census Area, Alaska	02	2909	5644	2182	1982	02	290
96	001	Apache County, Arizona	04	11994	72124	7244	19272	04	001
97	003	Cochise County, Arizona	04	10789	129647	4720	48825	04	003
98	005	Coconino County, Arizona	04	13310	136701	5948	46619	04	005
99	007	Gila County, Arizona	04	4131	53165	2281	20909	04	007
100	009	Graham County, Arizona	04	3893	37407	1320	10959	04	009
101	011	Greenlee County, Arizona	04	1090	9023	519	3219	04	011
102	012	La Paz County, Arizona	04	1896	20335	1287	9365	04	012
103	013	Maricopa County, Arizona	04	277748	4018143	116014	1442518	04	013
104	015	Mohave County, Arizona	04	13225	203362	6743	80832	04	015
105	017	Navajo County, Arizona	04	13079	107656	6599	34129	04	017
106	019	Pima County, Arizona	04	73505	998537	32276	389658	04	019
107	021	Pinal County, Arizona	04	24921	389772	9945	127599	04	021
108	023	Santa Cruz County, Arizona	04	3122	47073	1298	15359	04	023
109	025	Yavapai County, Arizona	04	12686	215996	6526	92310	04	025
110	027	Yuma County, Arizona	04	14669	202987	6172	70639	04	027
111	001	Arkansas County, Arkansas	05	2151	18731	1089	7743	05	001
112	003	Ashley County, Arkansas	05	2181	21229	1015	8327	05	003
113	005	Baxter County, Arkansas	05	3578	41040	1897	18164	05	005
114	007	Benton County, Arkansas	05	18081	238198	7320	85670	05	007
115	009	Boone County, Arkansas	05	3509	37227	1630	14961	05	009
116	011	Bradley County, Arkansas	05	1192	11206	605	4598	05	011
117	013	Calhoun County, Arkansas	05	710	5245	386	2125	05	013
118	015	Carroll County, Arkansas	05	2146	27635	1044	10977	05	015
119	017	Chicot County, Arkansas	05	1237	11353	576	4513	05	017
120	019	Clark County, Arkansas	05	2493	22751	993	8681	05	019
121	021	Clay County, Arkansas	05	2236	15400	1126	6611	05	021
122	023	Cleburne County, Arkansas	05	2395	25711	1424	10157	05	023
123	025	Cleveland County, Arkansas	05	1135	8510	531	3334	05	025
124	027	Columbia County, Arkansas	05	2090	24327	896	9597	05	027
125	029	Conway County, Arkansas	05	2514	21110	1149	8362	05	029
126	031	Craighead County, Arkansas	05	7378	101409	3055	38724	05	031
127	033	Crawford County, Arkansas	05	4745	61748	1995	23649	05	033
128	035	Crittenden County, Arkansas	05	4766	49765	2115	18348	05	035
129	037	Cross County, Arkansas	05	1795	17467	803	6918	05	037
130	039	Dallas County, Arkansas	05	997	7868	511	3248	05	039
131	041	Desha County, Arkansas	05	1413	12379	733	5272	05	041
132	043	Drew County, Arkansas	05	1532	18740	669	7314	05	043
133	045	Faulkner County, Arkansas	05	9641	119343	3800	43204	05	045
134	047	Franklin County, Arkansas	05	1708	17866	733	6784	05	047
135	049	Fulton County, Arkansas	05	1357	12224	657	5300	05	049
136	051	Garland County, Arkansas	05	6228	96954	3093	40290	05	051
137	053	Grant County, Arkansas	05	1974	18054	847	6859	05	053
138	055	Greene County, Arkansas	05	3493	43382	1451	16682	05	055
139	057	Hempstead County, Arkansas	05	1864	22336	941	7823	05	057
140	059	Hot Spring County, Arkansas	05	3109	33316	1332	12136	05	059
141	061	Howard County, Arkansas	05	1345	13555	648	5049	05	061
142	063	Independence County, Arkansas	05	3168	36952	1365	14238	05	063
143	065	Izard County, Arkansas	05	1621	13480	870	5549	05	065
144	067	Jackson County, Arkansas	05	2637	17597	1039	6339	05	067
145	069	Jefferson County, Arkansas	05	6594	73548	2794	28119	05	069
146	071	Johnson County, Arkansas	05	2669	25930	1141	10111	05	071
147	073	Lafayette County, Arkansas	05	1050	7270	625	2830	05	073
148	075	Lawrence County, Arkansas	05	2628	17029	1219	6696	05	075
149	077	Lee County, Arkansas	05	1280	9966	557	3605	05	077
150	079	Lincoln County, Arkansas	05	1635	14062	573	4040	05	079
151	081	Little River County, Arkansas	05	1266	12720	644	5251	05	081
152	083	Logan County, Arkansas	05	2700	22001	1185	8609	05	083
153	085	Lonoke County, Arkansas	05	5472	70691	2201	25909	05	085
154	087	Madison County, Arkansas	05	1528	15702	701	6338	05	087
155	089	Marion County, Arkansas	05	1707	16458	902	6701	05	089
156	091	Miller County, Arkansas	05	3364	43652	1482	16960	05	091
157	093	Mississippi County, Arkansas	05	4427	44864	1978	17141	05	093
158	095	Monroe County, Arkansas	05	1060	7713	572	3364	05	095
159	097	Montgomery County, Arkansas	05	1241	9197	669	3892	05	097
160	099	Nevada County, Arkansas	05	946	8793	501	3472	05	099
161	101	Newton County, Arkansas	05	1011	8052	569	3310	05	101
162	103	Ouachita County, Arkansas	05	2278	25044	1128	10552	05	103
163	105	Perry County, Arkansas	05	1272	10300	625	3847	05	105
164	107	Phillips County, Arkansas	05	1708	20391	867	8135	05	107
165	109	Pike County, Arkansas	05	1563	11087	794	4355	05	109
166	111	Poinsett County, Arkansas	05	2725	24210	1265	9286	05	111
167	113	Polk County, Arkansas	05	2223	20364	1056	7911	05	113
168	115	Pope County, Arkansas	05	4963	62830	1958	22645	05	115
169	117	Prairie County, Arkansas	05	1376	8402	648	3826	05	117
170	119	Pulaski County, Arkansas	05	24311	390463	11627	154240	05	119
171	121	Randolph County, Arkansas	05	1846	17695	848	7335	05	121
172	123	St. Francis County, Arkansas	05	2567	27345	1083	9430	05	123
173	125	Saline County, Arkansas	05	7627	113833	3178	42299	05	125
174	127	Scott County, Arkansas	05	1053	10870	501	4055	05	127
175	129	Searcy County, Arkansas	05	939	7965	582	3172	05	129
176	131	Sebastian County, Arkansas	05	8916	127273	3936	49579	05	131
177	133	Sevier County, Arkansas	05	1696	17268	719	6075	05	133
178	135	Sharp County, Arkansas	05	2106	17055	1154	7108	05	135
179	137	Stone County, Arkansas	05	953	12512	515	5142	05	137
180	139	Union County, Arkansas	05	3939	40633	1878	16536	05	139
181	141	Van Buren County, Arkansas	05	1811	17002	1033	6879	05	141
182	143	Washington County, Arkansas	05	14208	216432	5599	81722	05	143
183	145	White County, Arkansas	05	6473	78660	2696	29404	05	145
184	147	Woodruff County, Arkansas	05	957	6983	554	2911	05	147
185	149	Yell County, Arkansas	05	1989	21835	975	7687	05	149
186	001	Alameda County, California	06	125177	1584983	47190	558907	06	001
187	003	Alpine County, California	06	290	1131	325	358	06	003
188	005	Amador County, California	06	3260	36995	1316	13925	06	005
189	007	Butte County, California	06	17649	222564	7577	85318	06	007
190	009	Calaveras County, California	06	2592	44767	1679	18060	06	009
191	011	Colusa County, California	06	1996	21396	820	6966	06	011
192	013	Contra Costa County, California	06	73510	1096068	27752	384646	06	013
193	015	Del Norte County, California	06	2656	27788	928	9420	06	015
194	017	El Dorado County, California	06	12589	182093	6378	67086	06	017
195	019	Fresno County, California	06	69045	956749	24116	296305	06	019
196	021	Glenn County, California	06	2551	28029	1072	9497	06	021
197	023	Humboldt County, California	06	11826	135034	5598	53036	06	023
198	025	Imperial County, California	06	12555	178206	3969	46452	06	025
199	027	Inyo County, California	06	2649	18373	1322	7957	06	027
200	029	Kern County, California	06	58416	865736	19310	259700	06	029
201	031	Kings County, California	06	13408	150998	3406	41554	06	031
202	033	Lake County, California	06	4185	64158	2133	26993	06	033
203	035	Lassen County, California	06	4776	32645	1426	9707	06	035
204	037	Los Angeles County, California	06	783732	10038388	278300	3263069	06	037
205	039	Madera County, California	06	10326	153187	3218	43159	06	039
206	041	Marin County, California	06	18520	258349	7812	103670	06	041
207	043	Mariposa County, California	06	1447	17789	734	7345	06	043
208	045	Mendocino County, California	06	6931	87544	3189	34017	06	045
209	047	Merced County, California	06	18698	263885	6319	77692	06	047
210	049	Modoc County, California	06	914	9184	510	3745	06	049
211	051	Mono County, California	06	707	14146	674	4906	06	051
212	053	Monterey County, California	06	33346	428441	11202	125402	06	053
213	055	Napa County, California	06	12822	140295	5165	49494	06	055
214	057	Nevada County, California	06	6784	98570	3414	40993	06	057
215	059	Orange County, California	06	225450	3116069	78794	1009353	06	059
216	061	Placer County, California	06	26886	366280	12076	135456	06	061
217	063	Plumas County, California	06	1625	18966	1267	8217	06	063
218	065	Riverside County, California	06	166561	2298032	64176	699232	06	065
219	067	Sacramento County, California	06	108249	1465832	41943	522596	06	067
220	069	San Benito County, California	06	5131	57557	1852	17198	06	069
221	071	San Bernardino County, California	06	131284	2094769	46563	614325	06	071
222	073	San Diego County, California	06	226057	3223096	84459	1094157	06	073
223	075	San Francisco County, California	06	58086	840763	25790	353287	06	075
224	077	San Joaquin County, California	06	51128	708554	17845	219073	06	077
225	079	San Luis Obispo County, California	06	19259	276517	7883	103576	06	079
226	081	San Mateo County, California	06	56715	748731	21489	259711	06	081
227	083	Santa Barbara County, California	06	32851	435850	11943	142713	06	083
228	085	Santa Clara County, California	06	144626	1868149	50299	621463	06	085
229	087	Santa Cruz County, California	06	19930	269278	7534	94802	06	087
230	089	Shasta County, California	06	15250	178942	6773	69375	06	089
231	091	Sierra County, California	06	310	3021	203	1252	06	091
232	093	Siskiyou County, California	06	6748	43895	3572	19133	06	093
233	095	Solano County, California	06	31618	425753	11673	143612	06	095
234	097	Sonoma County, California	06	36086	495078	15617	187782	06	097
235	099	Stanislaus County, California	06	36341	527367	12898	169196	06	099
236	101	Sutter County, California	06	8230	95247	3056	31917	06	101
237	103	Tehama County, California	06	5142	63152	2359	23704	06	103
238	105	Trinity County, California	06	1297	13373	1049	5484	06	105
239	107	Tulare County, California	06	35700	454033	11738	133570	06	107
240	109	Tuolumne County, California	06	4087	54079	1940	22133	06	109
241	111	Ventura County, California	06	63802	840833	22455	268969	06	111
242	113	Yolo County, California	06	14927	207320	5476	71997	06	113
243	115	Yuba County, California	06	5258	73437	1950	25139	06	115
244	001	Adams County, Colorado	08	32069	471206	11950	156628	08	001
245	003	Alamosa County, Colorado	08	1481	16269	599	5932	08	003
246	005	Arapahoe County, Colorado	08	49499	608310	20062	229601	08	005
247	007	Archuleta County, Colorado	08	1239	12174	827	5334	08	007
248	009	Baca County, Colorado	08	936	3701	545	1568	08	009
249	011	Bent County, Colorado	08	1043	5895	358	1635	08	011
250	013	Boulder County, Colorado	08	24614	310032	10117	122516	08	013
251	014	Broomfield County, Colorado	08	5087	60699	2054	23531	08	014
252	015	Chaffee County, Colorado	08	1729	18309	845	7756	08	015
253	017	Cheyenne County, Colorado	08	577	2002	269	743	08	017
254	019	Clear Creek County, Colorado	08	939	9136	562	4231	08	019
255	021	Conejos County, Colorado	08	1606	8249	809	2948	08	021
256	023	Costilla County, Colorado	08	477	3581	392	1457	08	023
257	025	Crowley County, Colorado	08	844	5551	339	1169	08	025
258	027	Custer County, Colorado	08	462	4303	334	1996	08	027
259	029	Delta County, Colorado	08	2912	30214	1300	12058	08	029
260	031	Denver County, Colorado	08	45395	649654	20680	275795	08	031
261	033	Dolores County, Colorado	08	392	1862	267	706	08	033
262	035	Douglas County, Colorado	08	22759	306974	8495	111113	08	035
263	037	Eagle County, Colorado	08	2561	52576	1863	17840	08	037
264	039	Elbert County, Colorado	08	2712	23855	1080	8417	08	039
265	041	El Paso County, Colorado	08	47200	655024	18567	245287	08	041
266	043	Fremont County, Colorado	08	4788	46809	1779	16342	08	043
267	045	Garfield County, Colorado	08	3801	57076	1554	20622	08	045
268	047	Gilpin County, Colorado	08	372	5605	229	2576	08	047
269	049	Grand County, Colorado	08	1117	14411	1271	5250	08	049
270	051	Gunnison County, Colorado	08	1449	15651	1099	6287	08	051
271	053	Hinsdale County, Colorado	08	233	874	342	397	08	053
272	055	Huerfano County, Colorado	08	669	6502	519	3024	08	055
273	057	Jackson County, Colorado	08	287	1335	224	616	08	057
274	059	Jefferson County, Colorado	08	47387	552344	19913	222892	08	059
275	061	Kiowa County, Colorado	08	472	1463	243	583	08	061
276	063	Kit Carson County, Colorado	08	1475	7980	649	3003	08	063
277	065	Lake County, Colorado	08	418	7362	235	3025	08	065
278	067	La Plata County, Colorado	08	5978	53182	2759	21513	08	067
279	069	Larimer County, Colorado	08	23852	318227	10060	125138	08	069
280	071	Las Animas County, Colorado	08	2155	14503	1191	5826	08	071
281	073	Lincoln County, Colorado	08	1271	5478	530	1677	08	073
282	075	Logan County, Colorado	08	2452	21928	1051	7966	08	075
283	077	Mesa County, Colorado	08	10221	147834	4412	59215	08	077
284	079	Mineral County, Colorado	08	223	733	288	368	08	079
285	081	Moffat County, Colorado	08	1283	13117	592	4986	08	081
286	083	Montezuma County, Colorado	08	2247	25700	1101	10417	08	083
287	085	Montrose County, Colorado	08	3338	40815	1511	16768	08	085
288	087	Morgan County, Colorado	08	3170	28359	1269	10421	08	087
289	089	Otero County, Colorado	08	2279	18572	1069	7454	08	089
290	091	Ouray County, Colorado	08	683	4580	442	1980	08	091
291	093	Park County, Colorado	08	1257	16189	901	7319	08	093
292	095	Phillips County, Colorado	08	783	4371	363	1711	08	095
293	097	Pitkin County, Colorado	08	965	17420	651	7570	08	097
294	099	Prowers County, Colorado	08	1659	12235	767	4856	08	099
295	101	Pueblo County, Colorado	08	14610	161519	6285	62888	08	101
296	103	Rio Blanco County, Colorado	08	888	6712	385	2482	08	103
297	105	Rio Grande County, Colorado	08	1326	11745	762	4617	08	105
298	107	Routt County, Colorado	08	2242	23606	1297	9431	08	107
299	109	Saguache County, Colorado	08	883	6238	573	2598	08	109
300	111	San Juan County, Colorado	08	125	606	162	282	08	111
301	113	San Miguel County, Colorado	08	973	7676	845	3310	08	113
302	115	Sedgwick County, Colorado	08	728	2365	378	951	08	115
303	117	Summit County, Colorado	08	1301	28940	1490	10143	08	117
304	119	Teller County, Colorado	08	1836	23340	961	9581	08	119
305	121	Washington County, Colorado	08	1345	4795	624	1963	08	121
306	123	Weld County, Colorado	08	24294	270948	9136	94294	08	123
307	125	Yuma County, Colorado	08	1118	10185	516	3865	08	125
308	001	Fairfield County, Connecticut	09	74283	939983	28829	334320	09	001
309	003	Hartford County, Connecticut	09	72939	896943	29713	346362	09	003
310	005	Litchfield County, Connecticut	09	17303	186304	7944	74518	09	005
311	007	Middlesex County, Connecticut	09	12777	165165	5398	66117	09	007
312	009	New Haven County, Connecticut	09	62662	862224	26048	326028	09	009
313	011	New London County, Connecticut	09	23617	273185	9882	106495	09	011
314	013	Tolland County, Connecticut	09	12333	151948	4193	54467	09	013
315	015	Windham County, Connecticut	09	9795	117470	3876	44276	09	015
316	001	Kent County, Delaware	10	13996	169509	5531	60571	10	001
317	003	New Castle County, Delaware	10	44916	549643	17683	202268	10	003
318	005	Sussex County, Delaware	10	21297	207302	12704	81183	10	005
319	001	District of Columbia, District of Columbia	11	50637	647484	23065	273390	11	001
320	001	Alachua County, Florida	12	17388	254218	7382	96703	12	001
321	003	Baker County, Florida	12	1820	27135	575	8205	12	003
322	005	Bay County, Florida	12	12035	175353	6480	67922	12	005
323	007	Bradford County, Florida	12	2205	27223	762	8770	12	007
324	009	Brevard County, Florida	12	33720	553591	16542	222791	12	009
325	011	Broward County, Florida	12	106856	1843152	48853	670284	12	011
326	013	Calhoun County, Florida	12	1530	14615	542	4784	12	013
327	015	Charlotte County, Florida	12	10415	165783	5802	71856	12	015
328	017	Citrus County, Florida	12	7952	139654	4085	61012	12	017
329	019	Clay County, Florida	12	10016	197417	4138	69053	12	019
330	021	Collier County, Florida	12	19828	341091	11432	129888	12	021
331	023	Columbia County, Florida	12	4439	67806	1734	23708	12	023
332	027	DeSoto County, Florida	12	2785	34957	1101	11238	12	027
333	029	Dixie County, Florida	12	1316	16091	692	6051	12	029
334	031	Duval County, Florida	12	52500	890673	23769	337900	12	031
335	033	Escambia County, Florida	12	20533	306327	9252	113660	12	033
336	035	Flagler County, Florida	12	5808	100783	2945	36950	12	035
337	037	Franklin County, Florida	12	1362	11628	763	4338	12	037
338	039	Gadsden County, Florida	12	3690	46424	1506	16964	12	039
339	041	Gilchrist County, Florida	12	1853	16992	724	6187	12	041
340	043	Glades County, Florida	12	1239	13272	627	3920	12	043
341	045	Gulf County, Florida	12	1490	15785	647	5349	12	045
342	047	Hamilton County, Florida	12	1835	14395	596	4688	12	047
343	049	Hardee County, Florida	12	2068	27468	727	7618	12	049
344	051	Hendry County, Florida	12	2066	38363	788	11345	12	051
345	053	Hernando County, Florida	12	12030	174809	5763	70452	12	053
346	055	Highlands County, Florida	12	6153	98328	3310	40397	12	055
347	057	Hillsborough County, Florida	12	89895	1302884	38462	486078	12	057
348	059	Holmes County, Florida	12	2054	19635	845	6828	12	059
349	061	Indian River County, Florida	12	8222	142866	4488	57825	12	061
350	063	Jackson County, Florida	12	5315	48900	2080	16309	12	063
351	065	Jefferson County, Florida	12	1553	14198	570	5411	12	065
352	067	Lafayette County, Florida	12	873	8801	260	2493	12	067
353	069	Lake County, Florida	12	17041	310561	8050	119251	12	069
354	071	Lee County, Florida	12	43334	663675	23831	252287	12	071
355	073	Leon County, Florida	12	19233	282940	8210	110834	12	073
356	075	Levy County, Florida	12	3393	39821	1799	15516	12	075
357	077	Liberty County, Florida	12	1029	8295	390	2433	12	077
358	079	Madison County, Florida	12	1928	18729	777	6614	12	079
359	081	Manatee County, Florida	12	22574	343729	11617	134725	12	081
360	083	Marion County, Florida	12	18113	336811	8533	132287	12	083
361	085	Martin County, Florida	12	10075	151586	5074	61952	12	085
362	086	Miami-Dade County, Florida	12	152240	2639042	61707	842153	12	086
363	087	Monroe County, Florida	12	5923	75901	4172	28910	12	087
364	089	Nassau County, Florida	12	4561	75880	2147	28306	12	089
365	091	Okaloosa County, Florida	12	13684	192237	6448	74884	12	091
366	093	Okeechobee County, Florida	12	3074	39255	1315	13046	12	093
367	095	Orange County, Florida	12	68416	1229039	28557	434319	12	095
368	097	Osceola County, Florida	12	13182	300870	5927	92338	12	097
369	099	Palm Beach County, Florida	12	95485	1378806	47276	534605	12	099
370	101	Pasco County, Florida	12	35546	479288	17003	186318	12	101
371	103	Pinellas County, Florida	12	67333	931477	35500	402653	12	103
372	105	Polk County, Florida	12	43421	626676	19411	221381	12	105
373	107	Putnam County, Florida	12	4888	72696	2575	27683	12	107
374	109	St. Johns County, Florida	12	11891	210495	5344	79242	12	109
375	111	St. Lucie County, Florida	12	12950	288006	6521	107898	12	111
376	113	Santa Rosa County, Florida	12	9750	161021	3760	58654	12	113
377	115	Sarasota County, Florida	12	26429	392038	14957	175185	12	115
378	117	Seminole County, Florida	12	25880	437346	11704	152260	12	117
379	119	Sumter County, Florida	12	6228	108501	2999	48039	12	119
380	121	Suwannee County, Florida	12	2486	43595	1041	15649	12	121
381	123	Taylor County, Florida	12	1696	22685	536	7605	12	123
382	125	Union County, Florida	12	2191	15191	526	3883	12	125
383	127	Volusia County, Florida	12	32614	503719	16271	200180	12	127
384	129	Wakulla County, Florida	12	2066	31128	675	10691	12	129
385	131	Walton County, Florida	12	3905	59487	2157	23490	12	131
386	133	Washington County, Florida	12	2645	24629	1035	8246	12	133
387	001	Appling County, Georgia	13	1490	18417	685	6812	13	001
388	003	Atkinson County, Georgia	13	912	8294	441	2772	13	003
389	005	Bacon County, Georgia	13	898	11222	396	3951	13	005
390	007	Baker County, Georgia	13	409	3292	209	1291	13	007
391	009	Baldwin County, Georgia	13	3001	45795	1224	15978	13	009
392	011	Banks County, Georgia	13	1774	18336	766	6553	13	011
393	013	Barrow County, Georgia	13	5600	72012	2166	23560	13	013
394	015	Bartow County, Georgia	13	5676	101336	2249	35732	13	015
395	017	Ben Hill County, Georgia	13	1338	17477	603	6413	13	017
396	019	Berrien County, Georgia	13	1706	19019	798	6958	13	019
397	021	Bibb County, Georgia	13	11657	154816	5237	57111	13	021
398	023	Bleckley County, Georgia	13	1130	12746	429	4113	13	023
399	025	Brantley County, Georgia	13	1074	18452	483	6581	13	025
400	027	Brooks County, Georgia	13	1360	15637	619	6577	13	027
401	029	Bryan County, Georgia	13	2127	33151	838	11441	13	029
402	031	Bulloch County, Georgia	13	4923	72386	1829	26128	13	031
403	033	Burke County, Georgia	13	2047	23007	934	8102	13	033
404	035	Butts County, Georgia	13	1732	23445	597	7774	13	035
405	037	Calhoun County, Georgia	13	1082	6489	375	1836	13	037
406	039	Camden County, Georgia	13	3501	51445	1361	18638	13	039
407	043	Candler County, Georgia	13	1084	11031	454	3909	13	043
408	045	Carroll County, Georgia	13	6678	112595	2561	40074	13	045
409	047	Catoosa County, Georgia	13	3463	65375	1429	23943	13	047
410	049	Charlton County, Georgia	13	1008	13130	385	3524	13	049
411	051	Chatham County, Georgia	13	20320	279290	8958	104912	13	051
412	053	Chattahoochee County, Georgia	13	1465	11914	339	2599	13	053
413	055	Chattooga County, Georgia	13	2680	25241	1065	9364	13	055
414	057	Cherokee County, Georgia	13	10870	225944	4166	79133	13	057
415	059	Clarke County, Georgia	13	8881	120905	3835	43356	13	059
416	061	Clay County, Georgia	13	461	3104	241	1183	13	061
417	063	Clayton County, Georgia	13	14630	267234	6026	88793	13	063
418	065	Clinch County, Georgia	13	764	6791	364	2581	13	065
419	067	Cobb County, Georgia	13	41765	719133	16700	268616	13	067
420	069	Coffee County, Georgia	13	3145	43003	1187	14321	13	069
421	071	Colquitt County, Georgia	13	3308	46024	1379	15737	13	071
422	073	Columbia County, Georgia	13	7188	136204	2901	45488	13	073
423	075	Cook County, Georgia	13	1665	17033	748	6157	13	075
424	077	Coweta County, Georgia	13	7873	133416	3027	48777	13	077
425	079	Crawford County, Georgia	13	980	12539	436	4538	13	079
426	081	Crisp County, Georgia	13	1523	23314	666	8659	13	081
427	083	Dade County, Georgia	13	1449	16445	573	6150	13	083
428	085	Dawson County, Georgia	13	1257	22673	572	8213	13	085
429	087	Decatur County, Georgia	13	2367	27378	992	10614	13	087
430	089	DeKalb County, Georgia	13	45098	716331	19515	267396	13	089
431	091	Dodge County, Georgia	13	2231	21180	939	8064	13	091
432	093	Dooly County, Georgia	13	1626	14293	569	5004	13	093
433	095	Dougherty County, Georgia	13	7263	93310	3190	35455	13	095
434	097	Douglas County, Georgia	13	6853	136520	2572	47079	13	097
435	099	Early County, Georgia	13	1116	10579	539	3981	13	099
436	101	Echols County, Georgia	13	455	4048	205	1416	13	101
437	103	Effingham County, Georgia	13	3793	54630	1477	18432	13	103
438	105	Elbert County, Georgia	13	1621	19537	742	7744	13	105
439	107	Emanuel County, Georgia	13	2259	22731	988	8156	13	107
440	109	Evans County, Georgia	13	1230	10814	523	3982	13	109
441	111	Fannin County, Georgia	13	1774	23742	1066	9510	13	111
442	113	Fayette County, Georgia	13	7622	108655	2933	38535	13	113
443	115	Floyd County, Georgia	13	6747	96169	2804	34874	13	115
444	117	Forsyth County, Georgia	13	14678	196236	5332	62295	13	117
445	119	Franklin County, Georgia	13	2109	22110	975	8433	13	119
446	121	Fulton County, Georgia	13	57209	983903	26807	379957	13	121
447	123	Gilmer County, Georgia	13	2097	28673	1137	10985	13	123
448	125	Glascock County, Georgia	13	535	3087	271	1121	13	125
449	127	Glynn County, Georgia	13	4828	81743	2338	32311	13	127
450	129	Gordon County, Georgia	13	3586	55889	1454	19539	13	129
451	131	Grady County, Georgia	13	1988	25243	886	9270	13	131
452	133	Greene County, Georgia	13	2044	16331	1081	6707	13	133
453	135	Gwinnett County, Georgia	13	41368	859234	15335	274017	13	135
454	137	Habersham County, Georgia	13	3877	43527	1553	14864	13	137
455	139	Hall County, Georgia	13	12394	187916	4793	61992	13	139
456	141	Hancock County, Georgia	13	820	8881	445	2815	13	141
457	143	Haralson County, Georgia	13	1935	28565	789	10733	13	143
458	145	Harris County, Georgia	13	2307	32776	975	11570	13	145
459	147	Hart County, Georgia	13	1835	25498	802	9955	13	147
460	149	Heard County, Georgia	13	1421	11617	632	4336	13	149
461	151	Henry County, Georgia	13	9244	211512	3496	70281	13	151
462	153	Houston County, Georgia	13	7716	147570	3085	53771	13	153
463	155	Irwin County, Georgia	13	766	9408	327	3262	13	155
464	157	Jackson County, Georgia	13	4919	61420	1930	21048	13	157
465	159	Jasper County, Georgia	13	1203	13593	528	5162	13	159
466	161	Jeff Davis County, Georgia	13	902	14990	383	5404	13	161
467	163	Jefferson County, Georgia	13	1768	16374	830	6057	13	163
468	165	Jenkins County, Georgia	13	489	8922	261	3495	13	165
469	167	Johnson County, Georgia	13	1103	9794	477	3299	13	167
470	169	Jones County, Georgia	13	2074	28738	829	10326	13	169
471	171	Lamar County, Georgia	13	1362	18114	521	6431	13	171
472	173	Lanier County, Georgia	13	625	10403	259	3712	13	173
473	175	Laurens County, Georgia	13	4655	47886	2068	17640	13	175
474	177	Lee County, Georgia	13	2122	28946	735	10015	13	177
