,COUNTY,NAME,ST,Num_household,Household_size,Age25_over,Num_pov_det,Num_in_pov,Median_hhinc,Incpc,median_rent_value,median_home_value,state,county,Pop_under18,Pop_over25,Pop_over65,High_school_orless,College_ormore,unemp_rate,Pov_rate,Share_highschool_orless,Share_college_ormore,aqi_good_2013,aqi_bad_2013,aqi_good_2014,aqi_bad_2014,aqi_good_2015,aqi_bad_2015,aqi_good_2016,aqi_bad_2016,aqi_good_2017,aqi_bad_2017,Unnamed: 0,crime_rate_2010,crime_rate_2011,crime_rate_2012,crime_rate_2013,crime_rate_2014,Latitude,Longitude,aqi_good,aqi_bad,crime_rate,Apr_avg_temp,Apr_max_temp,Apr_min_temp,Apr_prcp,Apr_snow,Aug_avg_temp,Aug_max_temp,Aug_min_temp,Aug_prcp,Aug_snow,Dec_avg_temp,Dec_max_temp,Dec_min_temp,Dec_prcp,Dec_snow,Feb_avg_temp,Feb_max_temp,Feb_min_temp,Feb_prcp,Feb_snow,Jan_avg_temp,Jan_max_temp,Jan_min_temp,Jan_prcp,Jan_snow,Jul_avg_temp,Jul_max_temp,Jul_min_temp,Jul_prcp,Jul_snow,Jun_avg_temp,Jun_max_temp,Jun_min_temp,Jun_prcp,Jun_snow,Mar_avg_temp,Mar_max_temp,Mar_min_temp,Mar_prcp,Mar_snow,May_avg_temp,May_max_temp,May_min_temp,May_prcp,May_snow,Nov_avg_temp,Nov_max_temp,Nov_min_temp,Nov_prcp,Nov_snow,Oct_avg_temp,Oct_max_temp,Oct_min_temp,Oct_prcp,Oct_snow,Sep_avg_temp,Sep_max_temp,Sep_min_temp,Sep_prcp,Sep_snow,winter_avg_temp,summer_avg_temp,annual_avg_temp,Region,State_name,Population,Hispanic_Latino,White,Black,Asian,Hispanic_Latino_share,White_share,Black_share,Asian_share,Share_over65,Share_under18,airport,dist_airport
1879,51,"McIntosh County, North Dakota",38,547,1289,2182,2651,311,42277,28735,387,62800,38,51,505,2182,913,1129,409,0.008928571,0.117314221,0.517415215,0.187442713,0.826446281,0,0.932773109,0,0.94214876,0,0.949579832,0,0.950819672,0,2036,0.004427227,0.00245098,0.002823862,0.000716076,0.002546381,46.117034,99.443041,0.920353531,0,0.002592905,42.7,55.2,30.1,1.37,3.1,68.5,81.6,55.5,2.62,0,15.9,25.3,6.4,0.33,5.1,16.9,27.1,6.7,0.41,5,11.9,22.2,1.6,0.36,6.2,70.6,83.1,58.1,3.07,0,64.3,75.9,52.7,3.51,0,28.4,38.5,18.2,0.9,5,54.9,67.1,42.7,2.93,0,29,39.2,18.7,0.56,4.4,44.6,57,32.2,1.62,0.7,58.2,71.3,45.2,1.89,0,14.9,67.8,42.15833333,MIDWEST,North Dakota,2809,38,2725,6,10,0.013527946,0.97009612,0.002135991,0.003559986,0.3250267,0.179779281,Jamestown Regional Airport,107.7245642
1880,53,"McKenzie County, North Dakota",38,663,3214,5890,9531,1309,72794,37045,702,198400,38,53,2767,5890,934,2159,1345,0.018975332,0.137341307,0.36655348,0.228353141,0.934246575,0,0.950684932,0.002739726,0.890410959,0,0.980874317,0,0.868913858,0,2037,0.007389937,0.021339106,0.026880223,0.026719727,0.02372387,47.742475,103.403215,0.925026128,0.000547945,0.021210573,42.5,56.3,28.7,0.85,3.7,67.9,83.4,52.3,1.42,0,15.7,25.8,5.6,0.47,10.9,17.7,29,6.5,0.35,8.3,12.6,23.2,2,0.56,10.3,69.4,83.8,55,2.59,0,62.8,75.8,49.7,3,0,28.7,40.4,17,0.62,7,53.3,67.3,39.4,2.2,1.4,27.8,38.6,17.1,0.58,7.1,43.3,56.8,29.8,1.03,3.2,56.5,71.6,41.5,1,0,15.33333333,66.7,41.51666667,MIDWEST,North Dakota,6360,139,4746,4,19,0.021855346,0.746226415,0.000628931,0.002987421,0.146855346,0.435062893,Sloulin Field International Airport,51.59454217
1881,55,"McLean County, North Dakota",38,1422,4234,6884,9220,1072,55686,31777,449,130500,38,55,2003,6884,2034,2933,1309,0.013845467,0.11626898,0.42606043,0.190151075,0.926027397,0,0.926027397,0,0.879452055,0,0.972677596,0,0.879120879,0,2038,0.012831957,0.009327335,0.014877102,0.010502236,0.016100733,47.653055,101.421794,0.916661065,0,0.012727872,41.6,54.7,28.5,1.17,2.8,67.3,81.2,53.4,2.11,0,14.3,24.2,4.4,0.34,8.8,14.6,25.2,3.9,0.31,4.1,9.7,20.2,-0.7,0.48,6.2,68.3,81.3,55.4,2.92,0,62.5,74.7,50.4,3.77,0,26.6,37.1,16.1,0.62,4.9,53.3,66,40.6,2.61,0.9,27.3,37.4,17.3,0.59,5.5,42.9,55.6,30.2,1.18,1.8,56.5,70.2,42.9,1.4,0,12.86666667,66.03333333,40.40833333,MIDWEST,North Dakota,8962,111,8115,6,12,0.012385628,0.905489846,0.000669493,0.001338987,0.226958268,0.223499219,Minot International Airport,68.24585577
1882,57,"Mercer County, North Dakota",38,719,3673,6198,8473,693,72704,31759,575,136600,38,57,1884,6198,1447,2457,1272,0.032445737,0.081789213,0.396418199,0.205227493,0.926027397,0,0.926027397,0,0.879452055,0,0.972677596,0,0.879120879,0,2039,0.014136039,0.015538109,0.01798736,0.019111213,0.005998385,47.303279,101.820765,0.916661065,0,0.014554221,43.3,55.6,31,,,69.1,83.6,54.6,,,15.1,24.5,5.7,,,17.8,28,7.5,,,11.9,21.6,2.1,,,70.1,83.3,56.9,,,63.7,75.5,51.8,,,29.8,40.5,19,,,54.8,67.4,42.2,,,28.4,38.7,18,,,44.3,56.9,31.7,,,58.3,71.5,45.1,,,14.93333333,67.63333333,42.21666667,MIDWEST,North Dakota,8424,121,7996,16,27,0.014363723,0.949192783,0.001899335,0.003205128,0.17177113,0.223646724,Minot International Airport,113.7688067
1883,59,"Morton County, North Dakota",38,1325,12308,20059,28419,2270,62418,32614,651,165500,38,59,6512,20059,4306,7745,5202,0.030663367,0.079876139,0.386110973,0.259334962,0.915068493,0,0.926027397,0,0.873972603,0,0.975409836,0,0.860805861,0,2040,0.013796367,0.024056705,0.023440254,0.026781693,0.025588814,46.713789,101.279743,0.910256838,0,0.022732767,44.3,58.7,30,1.49,,69.1,84.1,54.2,2.01,,16.9,27.8,6,0.45,,19.3,30.3,8.4,0.38,,14.3,25.4,3.2,0.31,,70.6,85.3,55.9,2.65,,64.3,77.7,50.9,3.34,,30.5,41.9,19,0.71,,55.7,69.8,41.5,2.35,,29.3,40.6,17.9,0.6,,44.8,58.4,31.2,1.2,,58.4,73.3,43.4,1.38,,16.83333333,68,43.125,MIDWEST,North Dakota,27471,400,25537,112,53,0.01456081,0.929598486,0.004077027,0.001929307,0.156747115,0.23704998,Bismarck Municipal Airport,41.31071999
1884,61,"Mountrail County, North Dakota",38,889,3206,5911,9110,1226,68188,38061,437,132300,38,61,2402,5911,1061,2228,1301,0.045867681,0.134577387,0.376924378,0.220098122,0.887671233,0,0.928571429,0,0.876373626,0,0.975342466,0,0.893382353,0,2041,0.010295843,0.014611638,0.023724984,0.020228104,0.017002328,48.210291,102.364756,0.912268221,0,0.017172579,40.2,53.1,27.3,1.22,4.5,65.9,80.2,51.5,2.12,0,12,21,3.1,0.58,8.5,13.3,22.7,3.8,0.44,6,8.5,17.8,-0.8,0.58,8.1,66.9,80.1,53.6,3.03,0,61.1,73.4,48.8,3.64,0,24.9,35,14.9,0.8,8.1,51.6,64.7,38.4,2.55,1.5,25.4,34.8,15.9,0.73,5.3,41.2,53.4,29,1.3,3.6,54.8,68.6,41.1,1.7,0.3,11.26666667,64.63333333,38.81666667,MIDWEST,North Dakota,7673,286,4931,16,15,0.037273557,0.642643034,0.002085234,0.001954907,0.138277075,0.313045745,Minot Air Force Base,78.08516454
1885,63,"Nelson County, North Dakota",38,596,1522,2348,2964,249,51085,32259,380,73200,38,63,525,2348,867,939,450,0.007073955,0.084008097,0.399914821,0.19165247,0.844192635,0,0.884931507,0,0.835616438,0,0.885245902,0,0.835164835,0,2042,0.016634677,0.007864108,0.010873041,0.009262217,0.015806452,47.918667,98.204428,0.857030263,0,0.012088099,41.7,54.6,28.9,1.07,1.9,67.3,80.5,54,2.91,0,10.5,19.2,1.9,0.72,6.4,12.3,22.4,2.1,0.49,4.6,6.9,16.5,-2.7,0.61,7.3,69.2,81.5,57,3.54,0,64.2,76.6,51.7,3.76,0,24.8,34.2,15.4,0.85,6.5,55,68.6,41.5,2.45,0.3,25.5,34.3,16.8,1.05,8.7,42.5,53.8,31.1,1.69,2,56.8,69.6,44.1,2.6,0,9.9,66.9,39.725,MIDWEST,North Dakota,3126,33,3018,8,2,0.010556622,0.965451056,0.002559181,0.000639795,0.277351248,0.167946257,Grand Forks Air Force Base,60.19568642
1886,65,"Oliver County, North Dakota",38,223,792,1302,1785,137,60278,32235,508,120300,38,65,405,1302,376,564,228,0.034443169,0.0767507,0.433179724,0.175115207,0.915068493,0,0.926027397,0,0.873972603,0,0.975409836,0,0.860805861,0,2043,0.000541712,0.001598295,0.001602564,0.00533049,0.003701745,47.118079,101.33142,0.910256838,0,0.002554961,44.8,57,32.6,1.43,,69.4,82.9,55.9,1.96,,17.5,27.4,7.7,0.47,,19.5,29.6,9.5,0.58,,15.1,25.6,4.6,0.44,,70.5,83.9,57.1,2.83,,64.6,77,52.2,3.34,,30.5,41.1,19.9,0.78,,55.8,68.3,43.2,2.6,,29.8,40,19.6,0.8,,45.2,57.2,33.3,1.51,,58.7,71.7,45.7,1.77,,17.36666667,68.16666667,43.45,MIDWEST,North Dakota,1846,19,1782,3,4,0.010292524,0.965330444,0.001625135,0.002166847,0.20368364,0.219393283,Bismarck Municipal Airport,58.82757481
1887,67,"Pembina County, North Dakota",38,995,3285,5237,7042,454,53504,31244,438,76900,38,67,1491,5237,1522,2567,996,0.035050451,0.064470321,0.490166126,0.190185221,0.844192635,0,0.884931507,0,0.835616438,0,0.885245902,0,0.835164835,0,2044,0.006475111,0.009684266,0.008388815,0.007316082,0.008665269,48.766896,97.545405,0.857030263,0,0.008105909,40.4,51.4,29.3,1.07,2.9,65.5,77.9,53.1,2.43,0,10,18.7,1.4,0.46,7.6,9.7,19.5,0,0.36,5,4.6,14.1,-4.9,0.34,7,66.9,78.2,55.7,3.19,0,62.6,73.8,51.5,3.68,0,22.6,31.3,13.9,0.73,5.3,53.2,65.7,40.6,2.57,0.7,25.2,33.9,16.6,0.79,6.7,42,52.6,31.4,1.68,2.1,55.5,67.8,43.3,1.87,0,8.1,65,38.18333333,MIDWEST,North Dakota,7413,190,6947,21,11,0.025630649,0.937137461,0.002832861,0.00148388,0.205314987,0.201133144,Grand Forks Air Force Base,90.237257
1888,69,"Pierce County, North Dakota",38,302,2018,3198,4204,693,42563,25029,457,97900,38,69,860,3198,1044,1512,486,0.009153318,0.164843007,0.472795497,0.151969981,0.904109589,0,0.939726027,0,0.887671233,0,0.976261128,0,0.853479853,0,2045,0.010328207,0.014446953,0.017430168,0.015257193,0.014476615,48.238883,99.966497,0.912249566,0,0.014387827,41.8,55.1,28.4,1.26,2.9,66.5,80.6,52.5,2.15,0,10.2,20.5,-0.2,0.52,6.1,11.8,22.8,0.8,0.48,5.6,6.4,17.3,-4.4,0.43,8.6,67.7,81.4,54,3.37,0,63,76.2,49.8,3.5,0,24.6,35.3,14,1.08,5.6,53.7,67.6,39.7,2.85,0.7,25,35.2,14.7,1.03,6.2,42,54.6,29.3,1.18,1.6,55.8,69.5,42.1,1.79,0,9.466666667,65.73333333,39.04166667,MIDWEST,North Dakota,4357,44,4084,19,3,0.010098692,0.937342208,0.004360799,0.000688547,0.239614414,0.197383521,Minot International Airport,97.57322736
1889,71,"Ramsey County, North Dakota",38,715,5016,7892,11082,1118,50841,29006,483,102400,38,71,2594,7892,2128,3156,1814,0.011291702,0.100884317,0.399898632,0.229853016,0.844192635,0,0.884931507,0,0.835616438,0,0.885245902,0,0.835164835,0,2046,0.030827002,0.034867743,0.030815194,0.031938326,0.034755678,48.265551,98.737329,0.857030263,0,0.032640789,43.3,53.1,33.5,0.96,,68.6,78.9,58.3,2.47,,12.1,20.3,3.8,0.69,,13,22.2,3.7,0.47,,8,16.9,-0.9,0.61,,69.8,79.8,59.9,3.55,,64.8,74.3,55.4,4.01,,25.6,33.8,17.4,0.84,,56,66.1,45.9,2.47,,26.5,34.5,18.5,1.01,,43.8,52.9,34.7,1.56,,58.5,68.1,48.8,1.78,,11.03333333,67.73333333,40.83333333,MIDWEST,North Dakota,11451,137,9980,41,45,0.011964021,0.871539604,0.003580473,0.003929788,0.185835298,0.226530434,Jamestown Regional Airport,148.5897733
1890,73,"Ransom County, North Dakota",38,572,2352,3844,5285,490,56500,30779,469,103600,38,73,1261,3844,1139,1788,696,0.017235189,0.092715232,0.465140479,0.181061394,0.844192635,0,0.884931507,0,0.835616438,0,0.885245902,0,0.835164835,0,2047,0.0104453,0.00955127,0.011760449,0.007368799,0.008456279,46.449276,97.647554,0.857030263,0,0.009516419,44.3,56.9,31.6,1.6,3.2,69.9,82.5,57.3,2.11,0,15.8,24.5,7.1,0.53,7.2,16.4,26.2,6.6,0.5,5.3,11,20.4,1.5,0.64,9.6,71.7,83.6,59.8,3.14,0,66.6,78.2,54.9,3.16,0,28.7,38.3,19,1.09,8.2,56.8,69.2,44.5,2.95,0,29.9,39.3,20.6,0.74,8.8,45.7,57.7,33.6,2.12,0.4,59.3,72.3,46.3,2.55,0,14.4,69.4,43.00833333,MIDWEST,North Dakota,5457,66,5285,19,20,0.012094557,0.96848085,0.003481767,0.003665017,0.208722741,0.231079348,Hector International Airport,82.43233012
1891,75,"Renville County, North Dakota",38,352,1020,1720,2506,186,65125,31281,475,118000,38,75,638,1720,423,637,274,0.016153846,0.074221868,0.370348837,0.159302326,0.887671233,0,0.928571429,0,0.876373626,0,0.975342466,0,0.893382353,0,2048,0.008097166,0.011544586,0.008244994,0.008702232,0.019230769,48.712782,101.658152,0.912268221,0,0.01116395,40.4,53.8,27.1,1.11,3.5,65.8,80.6,51,2.19,0,11.9,20.9,2.9,0.48,6.5,12.7,22.5,3,0.45,6,8.1,17.7,-1.4,0.51,8.6,66.7,80.1,53.3,2.59,0,61.9,74.9,49,3.18,0,24.4,34.2,14.5,0.74,6.1,52.3,66.1,38.5,2.2,0.2,25.9,35.4,16.4,0.63,4.6,41.8,54.3,29.3,1.48,1.9,55.1,69.2,40.9,1.61,0,10.9,64.8,38.91666667,MIDWEST,North Dakota,2470,24,2401,2,5,0.009716599,0.972064777,0.000809717,0.002024291,0.171255061,0.258299595,Minot Air Force Base,39.78546444
1892,77,"Richland County, North Dakota",38,1545,6621,10461,15168,1633,55390,28413,456,102000,38,77,3490,10461,2523,3884,2277,0.027184466,0.107660865,0.371283816,0.217665615,0.844192635,0,0.884931507,0,0.835616438,0,0.885245902,0,0.835164835,0,2049,0.014950064,0.018377922,0.018052714,0.016225707,0.018044379,46.265219,96.93796,0.857030263,0,0.017130157,43.6,55.6,31.6,,,69,82,56,,,15.5,25.2,5.7,,,15.6,26.7,4.5,,,10.4,21.5,-0.8,,,71.6,83.7,59.4,,,66.1,77.6,54.6,,,28.4,38.4,18.4,,,57.1,69.5,44.6,,,29.8,39.8,19.9,,,45.5,57.9,33.1,,,59,72,46,,,13.83333333,68.9,42.63333333,MIDWEST,North Dakota,16321,271,15351,110,88,0.016604375,0.940567367,0.006739783,0.005391826,0.154586116,0.213834937,Hector International Airport,73.4640242
1893,79,"Rolette County, North Dakota",38,876,4774,8191,14225,5054,33277,16706,187,69000,38,79,4881,8191,1461,3203,1709,0.044899567,0.355289982,0.391038945,0.208643633,0.904109589,0,0.939726027,0,0.887671233,0,0.976261128,0,0.853479853,0,2050,0.003898205,0.004195298,0.002890173,0.0024973,0.002502536,48.768272,99.840463,0.912249566,0,0.003196703,38.7,51.4,26,0.91,,63.9,77.3,50.6,2.46,,9.1,19.5,-1.2,0.51,,9.5,22.2,-3.2,0.45,,5.7,17.6,-6.2,0.49,,65.8,78.3,53.2,2.87,,59.7,71.8,47.6,3.92,,21.5,32.5,10.6,0.74,,50.7,63.2,38.2,2.57,,23.7,34,13.4,0.77,,39.9,52.4,27.4,1.6,,53.5,66.5,40.4,1.63,,8.1,63.13333333,36.80833333,MIDWEST,North Dakota,13937,133,2802,21,16,0.009542943,0.201047571,0.001506781,0.001148023,0.104828873,0.350218842,Minot International Airport,120.4687488
1894,81,"Sargent County, North Dakota",38,669,1728,2756,3818,222,57125,32280,522,77900,38,81,803,2756,759,1133,546,0.010218978,0.058145626,0.411103048,0.198113208,0.826446281,0,0.932773109,0,0.94214876,0,0.949579832,0,0.950819672,0,2051,0.008618438,0.00719055,0.005405405,0.004738155,0.006367804,46.108206,97.63003,0.920353531,0,0.00646407,44,55.8,32.2,1.76,,69.5,81.9,57,2.14,,15,24.1,6,0.58,,15.3,25.2,5.4,0.52,,10,19.9,0,0.61,,71.3,83,59.7,3.3,,65.9,76.9,54.8,4.04,,28.1,37.8,18.4,1.14,,56.6,68.4,44.8,2.73,,29.2,38.7,19.8,0.92,,45.5,57.1,33.9,2.1,,59.2,71.6,46.7,2.28,,13.43333333,68.9,42.46666667,MIDWEST,North Dakota,3829,51,3717,2,9,0.013319405,0.970749543,0.00052233,0.002350483,0.198224079,0.20971533,Aberdeen Regional Airport,95.69865252
1895,83,"Sheridan County, North Dakota",38,310,653,1054,1337,209,48102,32095,264,69600,38,83,229,1054,372,534,160,0.019169329,0.15632012,0.506641366,0.151802657,0.904109589,0,0.939726027,0,0.887671233,0,0.976261128,0,0.853479853,0,2052,0.013626041,0.013402829,0.027632562,0.014095536,0.016055046,47.581373,100.341499,0.912249566,0,0.016962403,44.4,56.5,32.2,1.21,4.1,70.3,83.3,57.4,2.11,0,15,23.8,6.3,0.55,7.8,16.4,26,6.8,0.48,5.6,11.6,21.1,2.1,0.57,8.9,71.6,83.8,59.4,2.62,0,65.7,77.3,54.2,3.23,0,28.5,38.3,18.7,0.72,5.8,56.8,69.1,44.6,2.45,0.3,28.6,37.7,19.5,0.67,7.8,45.6,57.1,34.2,1.37,2.3,59.8,72.3,47.2,1.58,0,14.33333333,69.2,42.85833333,MIDWEST,North Dakota,1321,16,1272,0,2,0.012112036,0.962906889,0,0.001514005,0.281604845,0.17335352,Bismarck Municipal Airport,94.98847743
1896,85,"Sioux County, North Dakota",38,566,1098,2281,4267,1524,38068,15557,202,66200,38,85,1634,2281,324,1087,394,0.192159383,0.357159597,0.476545375,0.172731258,0.904109589,0,0.939726027,0,0.887671233,0,0.976261128,0,0.853479853,0,2053,0,0,0,0,0.000221239,46.109282,101.047525,0.912249566,0,4.42E-05,44.3,59.3,29.3,,,69.7,85.6,53.7,,,16.1,28.1,4,,,18.9,30.8,7,,,13.8,26.5,1.2,,,71.1,85.5,56.6,,,64.8,78.6,51,,,30.9,42.6,19.1,,,55.7,70,41.4,,,29.3,41.6,17,,,45.1,60.2,30.1,,,58.7,74.3,43.1,,,16.26666667,68.53333333,43.2,MIDWEST,North Dakota,4153,82,517,6,4,0.019744763,0.124488322,0.001444739,0.000963159,0.078015892,0.393450518,Bismarck Municipal Airport,77.29981372
1897,87,"Slope County, North Dakota",38,169,322,522,673,68,55000,34597,531,101100,38,87,133,522,140,231,134,0,0.101040119,0.442528736,0.256704981,0.953424658,0,0.980821918,0,0.882191781,0,0.972677596,0,0.860805861,0,2054,0.002751032,0.00270636,0.002724796,0.002547771,0.002587322,46.445834,103.462462,0.929984363,0,0.002663456,44,57.2,30.8,0.9,3.1,70.4,85.8,55,1.34,0,19.7,30.9,8.5,0.41,3.1,22.5,34.2,10.7,0.3,5.5,17.7,29,6.4,0.35,6.3,71.2,85.8,56.7,2.28,0,63.8,77,50.5,2.84,0,31.7,43.6,19.8,0.69,3.9,54.3,67.3,41.3,2.35,0.4,31.2,42.6,19.9,0.45,3.4,45.6,58.9,32.3,1.14,1.4,59,73.7,44.4,1.38,0,19.96666667,68.46666667,44.25833333,MIDWEST,North Dakota,727,12,707,0,0,0.01650619,0.972489684,0,0,0.192572215,0.182943604,Dickinson Theodore Roosevelt Regional Airport,63.92340998
1898,89,"Stark County, North Dakota",38,1398,11379,18796,27888,1866,72099,35114,754,206200,38,89,6828,18796,3804,7605,4567,0.024796975,0.066910499,0.404607363,0.242977229,0.933884298,0,0.953038674,0,0.860273973,0,0.972677596,0,0.904564315,0,2055,0.020868631,0.022635835,0.020306737,0.025830912,0.027122682,46.817031,102.662026,0.924887771,0,0.023352959,42.3,55.4,29.2,1.47,5.9,68.4,83.2,53.6,1.54,0,17.9,28.1,7.7,0.24,4.6,20.5,30.8,10.1,0.33,5,16.3,26.4,6.2,0.3,6,69.2,83.6,54.9,2.44,0,62.2,75.4,49.1,3.2,0,30,41.1,18.8,0.69,5.6,53.1,66.1,40.1,2.32,0.5,29.5,40,18.9,0.54,5.8,43.8,56.5,31.2,1.23,1.6,57.2,71.2,43.1,1.47,0.5,18.23333333,66.6,42.53333333,MIDWEST,North Dakota,24199,454,22765,186,288,0.018761106,0.940741353,0.007686268,0.011901318,0.157196578,0.28216042,Dickinson Theodore Roosevelt Regional Airport,10.90469424
1899,91,"Steele County, North Dakota",38,324,948,1468,1946,143,55833,34774,374,74900,38,91,381,1468,445,553,289,0.037771483,0.07348407,0.376702997,0.196866485,0.844192635,0,0.884931507,0,0.835616438,0,0.885245902,0,0.835164835,0,2056,0.003037975,0.002988048,0.004010025,0.00245459,0.00101833,47.458288,97.718895,0.857030263,0,0.002701794,42.3,54.9,29.8,0.94,1.3,68.6,82.1,55,2.64,0,11,20.8,1.3,0.56,6.3,11.1,22.1,0.2,0.44,4.3,5.8,16.5,-4.8,0.43,7.9,70,82.8,57.2,3.04,0,64.9,77.2,52.7,3.17,0,24.7,34.7,14.8,0.77,4.4,55.8,68.9,42.8,2.81,0,26.1,36,16.3,0.69,6.7,43.4,55.7,31.2,1.82,0.8,58,71.4,44.7,2.45,0,9.3,67.83333333,40.14166667,MIDWEST,North Dakota,1975,20,1916,3,2,0.010126582,0.970126582,0.001518987,0.001012658,0.225316456,0.192911392,Grand Forks Air Force Base,60.77609619
1900,93,"Stutsman County, North Dakota",38,1321,9061,14526,19508,2130,52359,29490,556,111200,38,93,4347,14526,3635,6747,3433,0.023809524,0.109185975,0.464477489,0.236334848,0.904109589,0,0.939726027,0,0.887671233,0,0.976261128,0,0.853479853,0,2057,0.018672986,0.017431022,0.023624971,0.022569444,0.025804321,46.971103,98.957592,0.912249566,0,0.021620549,42.1,54.3,30,1.15,2.2,68.2,81.1,55.2,2.13,0,13.7,21.8,5.6,0.43,7.2,14.5,23.7,5.2,0.39,6.4,9.4,18.5,0.3,0.5,10.3,70.3,82.2,58.3,3.29,0,64.7,76.3,53,3.46,0,26.8,36,17.6,0.91,5.6,55.1,67.7,42.5,2.67,0.3,27.6,36.5,18.7,0.73,6,44,55.2,32.8,1.69,0.5,57.5,70.2,44.9,2.25,0,12.53333333,67.73333333,41.15833333,MIDWEST,North Dakota,21100,361,19996,126,99,0.017109005,0.947677725,0.005971564,0.004691943,0.172274882,0.206018957,Jamestown Regional Airport,21.76141631
1901,95,"Towner County, North Dakota",38,384,1003,1649,2255,316,56625,33277,362,70400,38,95,567,1649,546,681,292,0.025830258,0.140133038,0.412977562,0.177077016,0.904109589,0,0.939726027,0,0.887671233,0,0.976261128,0,0.853479853,0,2058,0.015138023,0.006129597,0.018566494,0.004171882,0.002132196,48.682183,99.248158,0.912249566,0,0.009227638,41.5,54.6,28.5,0.88,2.5,66.4,81.1,51.7,2.7,0,10.7,21.2,0.2,0.74,8.2,11.9,23.4,0.3,0.44,5.2,6.7,18.3,-4.8,0.6,6,67.4,81,53.7,2.69,0,62.7,75.7,49.8,3.64,0,24.2,34.8,13.5,0.84,5.7,53.5,67.5,39.4,2.42,0.3,25.2,35.9,14.6,0.87,6,42.7,55.8,29.6,1.28,2.4,56.5,71.1,41.9,1.51,0.1,9.766666667,65.5,39.11666667,MIDWEST,North Dakota,2246,10,2165,2,1,0.00445236,0.963935886,0.000890472,0.000445236,0.243098842,0.252448798,Jamestown Regional Airport,199.4730321
1902,97,"Traill County, North Dakota",38,955,3278,5465,7672,804,54960,30213,445,105600,38,97,1802,5465,1509,1820,1445,0.02582846,0.104796663,0.333028362,0.264409881,0.844192635,0,0.884931507,0,0.835616438,0,0.885245902,0,0.835164835,0,2059,0.006895702,0.0089496,0.007799376,0.00632142,0.006860857,47.446215,97.164754,0.857030263,0,0.007365391,43.1,54.4,31.8,1.4,,68.6,80.8,56.3,2.49,,13.8,22,5.7,0.66,,13.5,23.1,3.9,0.58,,8.7,18,-0.7,0.53,,70.2,81.9,58.4,3.29,,65.3,76.6,54,3.61,,26.6,35.6,17.7,1.12,,56.1,68.5,43.8,2.7,,28.1,36.8,19.4,0.88,,44.8,55.2,34.3,2.17,,58.2,70.3,46.1,2.19,,12,68.03333333,41.41666667,MIDWEST,North Dakota,8121,214,7693,39,21,0.026351435,0.947297131,0.004802364,0.002585888,0.185814555,0.221893855,Grand Forks International Airport,55.94170653
1903,99,"Walsh County, North Dakota",38,1280,4929,7732,10732,1112,49411,30154,369,75400,38,99,2460,7732,2278,3854,1327,0.033569225,0.103615356,0.498448008,0.171624418,0.844192635,0,0.884931507,0,0.835616438,0,0.885245902,0,0.835164835,0,2060,0.015379081,0.016451442,0.021089942,0.018735571,0.01910828,48.376979,97.72223,0.857030263,0,0.018152863,43.8,56.1,31.4,1.3,,68.3,80.8,55.8,2.49,,13.7,21.9,5.6,0.76,,14.9,24.6,5.2,0.6,,9.3,18.3,0.3,0.61,,70.5,82.7,58.4,3.37,,65.7,77.6,53.9,3.46,,26.5,35.9,17.1,1.08,,56.6,69.9,43.3,2.77,,28.5,36.8,20.3,0.72,,45.4,56.2,34.5,1.84,,59.2,71.5,46.9,1.84,,12.63333333,68.16666667,41.86666667,MIDWEST,North Dakota,11119,969,9834,24,36,0.087148125,0.884432053,0.002158467,0.003237701,0.204874539,0.221242918,Grand Forks Air Force Base,52.04419657
1904,101,"Ward County, North Dakota",38,2790,26131,41266,65316,4919,61393,31215,845,189500,38,101,15787,41266,7949,14978,10654,0.025772614,0.075310797,0.362962245,0.258178646,0.926027397,0,0.926027397,0,0.879452055,0,0.972677596,0,0.879120879,0,2061,0.016230239,0.018113689,0.016569528,0.019996722,0.02406601,48.216686,101.540537,0.916661065,0,0.018995237,42.7,56.1,29.4,1.15,,68.5,83.1,53.9,1.9,,13.7,23.4,4.1,0.66,,15.2,25.4,5.1,0.48,,10.3,20.3,0.4,0.51,,69.6,83,56.2,2.75,,63.9,76,51.7,3.23,,26.7,37.3,16.1,0.89,,54.4,67.5,41.3,2.25,,27.3,37.7,17,0.72,,43.5,55.6,31.4,1.24,,56.8,70.6,43.1,1.41,,13.06666667,67.33333333,41.05,MIDWEST,North Dakota,61675,1869,54717,1469,550,0.030304013,0.887182813,0.023818403,0.008917714,0.128885286,0.255970815,Minot International Airport,19.92733805
